,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1278,good,10,rent,48,38,married,no,freelance,78,333.0,0.0,0.0,700,1386
1279,good,4,owner,48,49,single,yes,fixed,35,183.0,8000.0,0.0,1200,1531
1280,good,2,parents,24,21,single,no,freelance,35,0.0,0.0,0.0,250,355
1281,bad,0,owner,36,36,married,no,others,45,25.0,3500.0,0.0,1300,2246
1282,good,20,private,60,39,married,no,fixed,90,159.0,2000.0,0.0,750,790
1283,bad,10,rent,60,39,married,yes,freelance,119,292.0,13000.0,2500.0,1500,2262
1284,good,0,rent,60,29,married,no,partime,61,160.0,0.0,0.0,1000,1055
1285,good,21,rent,36,42,married,no,fixed,74,135.0,450.0,0.0,240,1275
1286,bad,3,rent,60,48,separated,yes,fixed,47,120.0,0.0,0.0,1000,1077
1287,good,2,owner,36,27,widow,no,fixed,35,135.0,8000.0,0.0,750,1296
1288,bad,3,owner,36,43,married,no,freelance,45,0.0,3500.0,0.0,600,800
1289,bad,1,owner,60,46,married,yes,fixed,75,209.0,11000.0,0.0,1800,2015
1290,good,19,rent,18,39,single,no,fixed,45,100.0,0.0,0.0,450,997
1291,bad,3,rent,24,22,single,no,freelance,50,148.0,0.0,0.0,700,950
1292,bad,25,parents,60,64,married,yes,fixed,45,130.0,0.0,0.0,2047,2946
1293,good,2,rent,60,28,single,no,fixed,45,101.0,0.0,0.0,1300,1333
1294,good,3,parents,36,21,single,no,partime,35,49.0,0.0,0.0,750,850
1295,good,5,rent,30,58,married,no,fixed,80,200.0,15000.0,0.0,520,690
1296,bad,6,rent,36,41,married,yes,freelance,75,0.0,0.0,0.0,775,875
1297,good,10,rent,36,47,single,no,partime,86,114.0,3500.0,0.0,400,872
1298,good,17,rent,24,49,married,no,freelance,80,53.0,0.0,0.0,600,1104
1299,good,0,owner,12,22,single,no,fixed,35,132.0,3500.0,0.0,300,509
1300,bad,0,owner,60,62,married,no,others,45,42.0,4000.0,0.0,500,827
1301,bad,2,parents,36,24,single,no,fixed,35,90.0,0.0,0.0,1000,1150
1302,good,28,owner,24,59,married,no,freelance,60,606.0,6000.0,0.0,1550,1760
1303,good,0,rent,48,36,married,no,fixed,74,141.0,0.0,0.0,1150,1485
1304,good,5,owner,60,36,married,no,fixed,75,141.0,4000.0,0.0,1300,1435
1305,bad,5,parents,36,45,married,yes,fixed,75,68.0,0.0,0.0,2375,2875
1306,good,12,owner,36,41,married,no,freelance,60,,10000.0,0.0,1000,2100
1307,good,4,owner,24,30,married,yes,fixed,45,165.0,3000.0,0.0,250,450
1308,good,6,parents,60,43,married,no,freelance,75,70.0,4000.0,0.0,1000,1548
1309,good,0,rent,24,23,single,no,fixed,42,70.0,0.0,0.0,125,125
1310,good,9,owner,48,41,separated,no,fixed,35,60.0,8000.0,1000.0,1200,1538
1311,good,9,rent,36,31,married,yes,freelance,84,241.0,10000.0,0.0,3800,5852
1312,bad,2,rent,12,47,married,yes,fixed,103,426.0,0.0,0.0,350,450
1313,bad,2,rent,60,36,separated,yes,freelance,35,0.0,0.0,0.0,2000,2676
1314,good,2,parents,12,25,single,yes,freelance,35,74.0,18000.0,0.0,600,1638
1315,good,18,owner,60,49,married,no,fixed,135,180.0,13500.0,0.0,900,994
1316,good,16,owner,36,57,married,no,fixed,60,154.0,4000.0,130.0,700,1090
1317,bad,10,owner,60,26,married,no,fixed,60,63.0,5000.0,3000.0,1400,1432
1318,good,11,owner,60,37,married,no,fixed,90,289.0,7000.0,250.0,1200,1599
1319,bad,14,owner,36,45,separated,no,fixed,45,190.0,12000.0,0.0,2100,2758
1320,good,4,rent,60,24,married,no,fixed,75,147.0,0.0,0.0,1300,1700
1321,bad,1,owner,60,42,married,yes,fixed,105,198.0,3500.0,250.0,1000,1245
1322,bad,2,rent,24,23,single,yes,freelance,75,400.0,0.0,0.0,750,900
1323,good,1,rent,60,38,married,no,partime,58,130.0,0.0,0.0,1450,1593
1324,bad,2,owner,60,36,married,yes,freelance,60,140.0,29000.0,0.0,3900,4812
1325,good,13,parents,60,27,married,no,fixed,60,100.0,0.0,0.0,950,1152
1326,good,5,owner,24,37,married,no,freelance,90,143.0,7000.0,0.0,700,900
1327,bad,1,rent,36,25,married,no,fixed,54,87.0,0.0,0.0,500,646
1328,good,6,rent,60,23,married,no,fixed,62,171.0,0.0,0.0,1000,1209
1329,good,20,owner,36,47,married,no,fixed,75,203.0,4000.0,0.0,1050,1258
1330,good,9,owner,18,52,married,no,fixed,60,154.0,5500.0,0.0,500,1531
1331,good,15,owner,12,55,married,no,fixed,45,130.0,7000.0,0.0,200,1240
1332,good,0,parents,48,28,single,no,fixed,35,90.0,3500.0,0.0,1000,1210
1333,good,5,parents,60,24,single,no,fixed,35,92.0,0.0,0.0,1030,1068
1334,good,15,parents,36,40,married,yes,freelance,75,0.0,0.0,0.0,375,375
1335,good,4,owner,48,36,married,no,fixed,75,210.0,4000.0,0.0,1800,2628
1336,good,4,owner,24,26,married,no,fixed,45,115.0,4000.0,0.0,500,1400
1337,good,5,parents,18,22,single,no,fixed,35,80.0,0.0,0.0,600,1132
1338,good,2,parents,60,25,single,no,fixed,35,110.0,0.0,0.0,860,959
1339,good,4,owner,24,44,married,no,freelance,75,86.0,5000.0,0.0,900,1100
1340,good,0,owner,60,56,married,no,others,60,117.0,3000.0,0.0,1200,1347
1341,good,1,other,42,33,married,yes,fixed,90,138.0,3500.0,606.0,1400,1700
1342,good,7,owner,60,42,married,no,fixed,45,88.0,4000.0,0.0,850,1033
1343,good,11,parents,12,29,married,no,fixed,60,54.0,0.0,0.0,600,1683
1344,good,40,rent,18,62,married,no,freelance,77,166.0,10000.0,0.0,900,2040
1345,good,10,owner,60,33,married,no,fixed,75,364.0,60000.0,0.0,1300,1804
1346,good,3,owner,48,32,married,no,freelance,75,65.0,10500.0,1500.0,1500,2155
1347,good,24,owner,60,54,married,no,freelance,45,109.0,17000.0,0.0,2000,3400
1348,good,6,parents,36,24,single,no,fixed,35,57.0,0.0,0.0,380,490
1349,bad,2,rent,48,36,divorced,no,fixed,45,99.0,0.0,0.0,750,1350
1350,good,3,parents,48,27,married,no,fixed,45,227.0,0.0,0.0,1150,1575
1351,good,11,owner,60,29,single,no,fixed,35,57.0,1500.0,0.0,700,994
1352,good,1,parents,24,22,single,no,partime,35,80.0,0.0,0.0,150,400
1353,bad,5,rent,36,22,single,no,fixed,42,70.0,0.0,0.0,850,870
1354,good,1,rent,48,39,married,no,fixed,86,105.0,0.0,0.0,1300,1600
1355,bad,1,parents,48,24,single,yes,fixed,35,65.0,0.0,0.0,900,1061
1356,good,20,owner,48,39,married,no,freelance,75,45.0,10000.0,0.0,2000,3650
1357,good,7,parents,48,31,single,yes,fixed,35,72.0,5500.0,0.0,1000,1051
1358,good,3,parents,36,31,married,yes,fixed,60,80.0,0.0,0.0,1450,1700
1359,good,25,owner,48,47,married,no,freelance,60,157.0,15000.0,0.0,1990,2460
1360,good,12,owner,36,46,married,yes,fixed,60,117.0,3000.0,0.0,825,1325
1361,good,4,rent,36,32,married,no,fixed,55,100.0,0.0,0.0,300,500
1362,good,0,private,12,28,married,no,fixed,60,130.0,3000.0,2000.0,380,1308
1363,good,15,owner,12,49,married,no,freelance,75,0.0,17000.0,0.0,700,1420
1364,good,20,owner,12,60,married,no,freelance,60,0.0,40000.0,0.0,700,1420
1365,bad,0,other,60,31,married,yes,fixed,90,0.0,0.0,0.0,1450,1604
1366,good,12,owner,54,35,married,no,fixed,75,113.0,3000.0,600.0,1650,1800
1367,good,10,owner,48,44,married,no,fixed,75,450.0,12000.0,0.0,1030,1128
1368,good,0,parents,48,21,single,no,fixed,35,50.0,0.0,0.0,1000,1091
1369,bad,2,owner,48,20,single,no,freelance,35,450.0,31000.0,0.0,1500,1853
1370,bad,0,ignore,36,45,married,no,partime,75,87.0,1500.0,0.0,300,480
1371,good,1,owner,60,34,married,yes,fixed,45,180.0,2500.0,300.0,1300,1817
1372,good,1,rent,60,21,married,no,fixed,58,132.0,0.0,0.0,1275,1381
1373,bad,6,owner,36,44,married,no,fixed,75,150.0,7000.0,600.0,650,650
1374,good,1,rent,36,34,married,no,freelance,94,189.0,15000.0,1500.0,1500,2435
1375,good,15,rent,48,40,married,yes,fixed,88,125.0,0.0,0.0,1100,1498
1376,good,11,parents,36,29,single,no,fixed,35,64.0,0.0,0.0,600,1314
1377,good,1,rent,36,44,married,no,fixed,105,145.0,0.0,0.0,1000,2275
1378,bad,1,rent,36,27,single,no,fixed,42,67.0,0.0,0.0,1000,1350
1379,bad,1,owner,36,27,married,no,partime,45,127.0,4500.0,3000.0,600,745
1380,good,11,owner,48,46,married,no,freelance,75,160.0,10000.0,0.0,1150,1156
1381,good,2,owner,60,43,married,yes,fixed,45,63.0,3000.0,0.0,1100,1683
1382,good,1,owner,36,25,widow,no,fixed,45,60.0,2000.0,0.0,525,800
1383,good,11,rent,60,28,single,no,fixed,42,67.0,0.0,0.0,900,1399
1384,good,3,owner,48,30,married,no,fixed,75,88.0,6000.0,400.0,1200,1796
1385,bad,1,rent,48,29,married,no,partime,77,170.0,0.0,0.0,1300,2262
1386,good,15,rent,60,39,married,no,freelance,60,145.0,5000.0,0.0,1300,1625
1387,bad,1,other,42,24,single,yes,fixed,35,60.0,0.0,0.0,1200,1616
1388,good,8,owner,12,29,married,no,fixed,45,92.0,6000.0,2400.0,100,1492
1389,good,10,private,60,55,married,no,fixed,60,195.0,4000.0,0.0,1900,2150
1390,good,3,rent,36,27,married,no,fixed,68,80.0,0.0,0.0,325,400
1391,bad,2,owner,36,20,single,no,freelance,35,0.0,80000.0,30000.0,750,1350
1392,good,0,other,42,24,single,no,fixed,35,42.0,0.0,0.0,800,1450
1393,good,9,other,36,32,single,no,fixed,35,125.0,0.0,0.0,1000,1725
1394,good,4,rent,48,38,married,no,fixed,91,161.0,5000.0,0.0,800,1008
1395,good,0,parents,24,24,single,no,partime,35,117.0,4000.0,0.0,1000,1489
1396,good,7,owner,18,33,married,no,freelance,60,164.0,4000.0,0.0,550,1679
1397,good,1,parents,60,30,single,no,fixed,35,75.0,0.0,0.0,1000,1156
1398,good,25,other,18,43,married,no,fixed,75,85.0,700.0,0.0,400,1205
1399,good,6,rent,60,34,separated,no,fixed,47,120.0,0.0,0.0,1100,1700
1400,good,3,rent,48,35,separated,no,fixed,59,240.0,0.0,0.0,1300,1627
1401,good,4,owner,60,24,married,no,freelance,60,250.0,9000.0,3400.0,1250,1300
1402,bad,0,owner,60,30,married,no,others,60,78.0,3500.0,0.0,1250,1365
1403,good,5,owner,18,28,married,no,fixed,60,102.0,2500.0,1300.0,450,1437
1404,bad,12,owner,48,49,married,yes,fixed,45,152.0,7500.0,0.0,1100,2120
1405,good,4,private,24,44,married,no,fixed,75,96.0,4000.0,0.0,580,923
1406,bad,9,parents,60,31,single,yes,fixed,35,92.0,0.0,0.0,1000,1161
1407,good,2,parents,60,26,married,no,fixed,45,199.0,0.0,0.0,1500,1698
1408,good,0,owner,48,43,married,no,partime,75,71.0,14000.0,0.0,1100,1660
1409,good,13,owner,60,38,single,no,fixed,45,80.0,4000.0,0.0,1060,1274
1410,good,2,other,42,25,married,no,fixed,60,190.0,0.0,0.0,1100,1729
1411,good,8,owner,36,40,married,no,freelance,75,200.0,10000.0,0.0,700,800
1412,good,14,private,12,49,married,no,fixed,90,140.0,3000.0,500.0,400,1432
1413,bad,11,rent,48,40,married,no,fixed,59,140.0,0.0,0.0,1000,1930
1414,bad,20,owner,36,57,married,no,fixed,90,114.0,5000.0,1500.0,1000,1193
1415,good,1,parents,48,28,single,no,fixed,35,140.0,0.0,0.0,1400,1728
1416,good,14,parents,60,28,married,no,fixed,45,140.0,0.0,0.0,1150,1301
1417,good,13,owner,48,54,married,yes,fixed,45,90.0,2500.0,0.0,1000,1198
1418,good,0,owner,36,36,married,no,fixed,75,424.0,9500.0,700.0,1000,1690
1419,good,1,rent,60,26,married,no,partime,61,155.0,0.0,0.0,1035,1709
1420,bad,0,owner,60,36,married,yes,freelance,75,,6000.0,0.0,1650,1861
1421,good,10,rent,60,26,married,no,fixed,78,175.0,0.0,0.0,1000,1314
1422,good,28,parents,24,44,married,no,freelance,90,180.0,0.0,0.0,450,1472
1423,good,8,owner,36,30,married,no,fixed,60,50.0,5000.0,400.0,300,1890
1424,good,1,owner,36,24,married,no,fixed,45,113.0,3500.0,0.0,1200,1702
1425,bad,1,rent,48,26,single,no,fixed,45,100.0,0.0,0.0,1400,1968
1426,bad,0,other,60,27,married,yes,fixed,75,0.0,0.0,0.0,1600,1786
1427,good,1,owner,60,44,married,no,freelance,90,905.0,20000.0,15000.0,1200,1381
1428,good,1,other,36,29,single,no,fixed,35,52.0,0.0,0.0,1000,1152
1429,good,8,owner,60,32,married,no,fixed,75,157.0,3500.0,1800.0,1300,1590
1430,good,10,owner,24,46,married,no,freelance,120,400.0,6000.0,2700.0,600,1080
1431,good,4,rent,48,39,married,no,fixed,91,157.0,0.0,0.0,1300,1501
1432,bad,0,parents,60,30,married,no,freelance,60,0.0,0.0,0.0,1000,1110
1433,bad,10,owner,60,27,married,no,fixed,45,120.0,5000.0,2000.0,1570,1914
1434,good,9,rent,60,37,married,no,fixed,91,162.0,0.0,0.0,1000,1537
1435,bad,0,owner,48,26,married,no,freelance,45,0.0,16000.0,3648.0,400,1751
1436,good,5,rent,24,29,married,no,freelance,45,,0.0,0.0,800,1197
1437,good,8,owner,36,60,married,no,freelance,45,78.0,11000.0,0.0,500,670
1438,bad,0,rent,36,26,married,no,partime,80,195.0,0.0,0.0,600,785
1439,good,2,rent,60,33,single,no,fixed,75,400.0,0.0,0.0,1450,1457
1440,bad,0,other,36,52,married,no,freelance,45,0.0,0.0,0.0,500,1050
1441,good,6,rent,24,28,married,no,fixed,62,166.0,0.0,0.0,500,1150
1442,good,20,owner,48,53,married,no,fixed,60,135.0,4000.0,0.0,1170,1297
1443,good,10,owner,60,36,married,no,fixed,75,204.0,5000.0,0.0,1400,1460
1444,good,14,owner,36,34,married,no,fixed,75,155.0,3000.0,1000.0,400,1908
1445,good,1,owner,36,30,married,no,fixed,45,120.0,3000.0,1100.0,1750,2245
1446,good,3,parents,60,25,single,no,fixed,35,130.0,6000.0,0.0,625,1083
1447,good,2,owner,18,43,married,no,freelance,90,356.0,5000.0,800.0,700,1073
1448,good,25,other,60,50,married,no,fixed,90,230.0,0.0,0.0,800,860
1449,good,36,owner,48,58,married,no,fixed,45,100.0,5500.0,108.0,700,1291
1450,good,11,owner,60,44,married,yes,fixed,60,130.0,3500.0,0.0,1400,1731
1451,good,7,owner,60,23,single,no,fixed,60,145.0,4500.0,0.0,1100,1150
1452,good,0,rent,18,34,married,yes,partime,98,81.0,0.0,0.0,300,450
1453,good,1,owner,60,29,married,no,fixed,60,136.0,7000.0,0.0,1000,1688
1454,good,17,owner,60,32,married,no,fixed,75,200.0,5000.0,2500.0,1550,1721
1455,bad,2,owner,36,19,single,yes,freelance,35,,9000.0,0.0,500,1100
1456,good,18,rent,42,35,married,no,fixed,76,157.0,0.0,0.0,800,1687
1457,good,0,parents,48,24,single,no,partime,45,76.0,0.0,0.0,1640,1649
1458,good,2,owner,60,25,married,no,freelance,45,200.0,6000.0,1500.0,1600,1866
1459,good,1,parents,12,24,single,no,fixed,35,128.0,0.0,0.0,300,1056
1460,good,2,owner,18,37,married,no,fixed,90,90.0,1500.0,0.0,400,1166
1461,bad,5,rent,48,30,separated,yes,partime,39,41.0,0.0,0.0,1300,1600
1462,good,12,owner,48,35,married,no,fixed,45,125.0,6000.0,0.0,350,1511
1463,good,1,other,36,28,single,no,freelance,35,100.0,0.0,0.0,1950,2074
1464,good,14,owner,60,45,married,no,fixed,120,250.0,18000.0,0.0,450,911
1465,bad,3,parents,36,19,single,yes,fixed,35,47.0,0.0,0.0,500,700
1466,good,2,parents,24,30,married,no,partime,45,57.0,0.0,0.0,500,974
1467,bad,6,owner,12,36,married,yes,fixed,90,78.0,6000.0,2700.0,300,500
1468,bad,2,rent,36,29,married,no,fixed,85,100.0,0.0,0.0,2100,2300
1469,good,13,owner,60,28,married,no,fixed,60,102.0,3500.0,0.0,1175,1375
1470,good,0,rent,60,27,married,no,fixed,58,133.0,0.0,0.0,400,1136
1471,good,3,other,48,22,single,no,freelance,60,104.0,5000.0,0.0,1300,1813
1472,good,15,owner,60,40,married,yes,freelance,75,,16000.0,0.0,1150,1850
1473,good,1,parents,48,26,single,no,freelance,35,500.0,0.0,0.0,1300,1561
1474,bad,8,rent,60,40,separated,no,fixed,70,100.0,0.0,0.0,1300,1510
1475,bad,1,owner,60,52,single,no,fixed,35,150.0,6000.0,0.0,1580,1756
1476,bad,1,parents,60,24,single,no,partime,35,115.0,0.0,0.0,1400,1420
1477,bad,0,owner,48,38,married,no,freelance,90,38.0,2800.0,0.0,1050,1238
1478,bad,1,rent,36,25,married,no,partime,67,67.0,0.0,0.0,775,850
1479,bad,3,rent,60,38,married,yes,partime,72,123.0,0.0,0.0,1030,1170
1480,good,18,owner,60,36,married,no,fixed,45,85.0,3000.0,0.0,1500,1856
1481,bad,0,owner,60,44,divorced,yes,fixed,60,60.0,4000.0,3378.0,1400,1703
1482,bad,4,owner,60,33,married,no,partime,90,82.0,3500.0,1000.0,1300,1795
1483,good,1,owner,36,36,single,no,fixed,35,345.0,18000.0,0.0,2000,2961
1484,good,0,parents,36,26,married,no,partime,60,142.0,0.0,0.0,1000,1426
1485,good,10,owner,24,63,married,no,freelance,60,107.0,17000.0,0.0,800,1472
1486,good,2,owner,60,40,married,no,fixed,90,161.0,8000.0,470.0,1200,1670
1487,bad,4,other,60,24,single,no,partime,35,63.0,0.0,0.0,900,1777
1488,good,4,owner,24,22,single,no,fixed,35,79.0,4000.0,0.0,1000,1618
1489,bad,7,parents,60,40,married,no,fixed,90,93.0,8000.0,0.0,1300,1588
1490,good,11,owner,36,26,married,no,fixed,45,137.0,6000.0,0.0,1000,1264
1491,bad,4,private,60,30,married,yes,fixed,60,74.0,1500.0,0.0,870,875
1492,good,15,owner,48,31,married,no,fixed,60,131.0,3000.0,0.0,770,872
1493,good,4,owner,48,22,single,no,fixed,45,113.0,14000.0,0.0,1300,1410
1494,bad,1,owner,60,61,married,no,others,45,30.0,6000.0,0.0,1000,1055
1495,good,7,parents,30,33,married,no,fixed,75,154.0,4000.0,125.0,850,2243
1496,good,28,owner,24,45,married,no,fixed,75,164.0,5000.0,0.0,600,1190
1497,good,3,owner,36,35,married,no,fixed,75,84.0,3000.0,144.0,475,800
1498,bad,1,owner,60,24,married,no,fixed,45,199.0,6500.0,3000.0,1400,1702
1499,good,3,parents,48,26,single,no,fixed,35,120.0,0.0,0.0,1100,2080
1500,good,6,other,60,63,married,no,fixed,45,234.0,0.0,0.0,610,1027
1501,good,5,owner,48,41,married,no,fixed,90,275.0,25000.0,1000.0,1800,2260
1502,good,17,owner,48,42,married,no,freelance,75,250.0,7000.0,1000.0,1600,2078
1503,bad,1,rent,48,37,separated,yes,fixed,46,110.0,0.0,0.0,900,1312
1504,bad,5,owner,60,44,married,no,freelance,45,65.0,4000.0,0.0,1400,1847
1505,good,2,rent,36,36,married,no,freelance,95,200.0,5000.0,0.0,800,1158
1506,bad,0,rent,48,37,married,yes,partime,120,300.0,8000.0,2000.0,1500,2977
1507,bad,6,owner,24,39,married,no,fixed,75,58.0,2000.0,0.0,175,300
1508,bad,20,owner,60,54,married,no,freelance,75,0.0,10000.0,0.0,900,1056
1509,good,2,owner,48,32,married,no,fixed,75,139.0,2000.0,80.0,460,1589
1510,good,22,owner,48,45,married,no,fixed,45,208.0,11500.0,0.0,1000,1698
1511,good,4,other,12,28,married,no,fixed,45,99.0,0.0,0.0,250,1000
1512,bad,1,rent,60,25,married,no,freelance,45,0.0,0.0,0.0,1000,1310
1513,good,15,private,60,30,married,no,fixed,60,140.0,4000.0,1680.0,400,1320
1514,bad,5,parents,48,25,single,no,fixed,35,78.0,0.0,0.0,1000,1154
1515,good,14,owner,60,37,married,no,fixed,60,79.0,3500.0,0.0,700,1700
1516,good,1,owner,36,36,married,no,partime,45,80.0,500.0,0.0,950,1566
1517,good,12,owner,60,37,married,no,freelance,60,85.0,6000.0,0.0,1200,1731
1518,good,25,rent,42,61,married,no,fixed,57,121.0,0.0,0.0,750,830
1519,good,20,owner,36,41,married,no,freelance,90,250.0,13500.0,0.0,1900,2200
1520,good,1,owner,48,33,married,no,fixed,45,104.0,6500.0,0.0,1150,1348
1521,good,6,owner,48,33,married,no,freelance,45,78.0,3500.0,0.0,1100,1526
1522,good,2,parents,48,34,single,no,fixed,45,157.0,4000.0,0.0,1450,1769
1523,good,1,rent,48,42,married,no,fixed,94,192.0,0.0,0.0,1350,1819
1524,good,16,parents,48,35,separated,no,fixed,60,103.0,0.0,0.0,500,862
1525,bad,6,parents,60,38,married,no,fixed,45,75.0,0.0,0.0,1175,1800
1526,bad,8,rent,60,28,married,no,fixed,53,177.0,0.0,0.0,1900,2530
1527,bad,0,parents,36,21,single,yes,fixed,35,75.0,0.0,0.0,690,790
1528,good,20,owner,18,40,married,no,fixed,75,210.0,3500.0,0.0,800,1717
1529,good,0,owner,24,39,married,no,others,35,0.0,10000.0,0.0,600,950
1530,good,5,owner,60,43,married,no,fixed,75,105.0,5000.0,0.0,1000,1809
1531,bad,6,private,36,29,single,no,partime,35,68.0,1500.0,0.0,500,525
1532,good,2,parents,24,19,single,no,partime,35,50.0,50000.0,0.0,900,1472
1533,good,18,rent,60,52,married,no,fixed,58,128.0,0.0,0.0,800,1235
1534,bad,1,owner,60,39,married,no,freelance,60,,6000.0,3000.0,850,1104
1535,good,0,owner,12,49,widow,no,freelance,60,0.0,21000.0,0.0,1800,2309
1536,bad,0,owner,60,49,married,no,freelance,60,189.0,3500.0,0.0,1600,1815
1537,good,4,rent,54,27,married,no,fixed,74,139.0,0.0,0.0,900,1132
1538,good,6,owner,60,29,married,no,fixed,60,125.0,5000.0,0.0,1500,1531
1539,good,11,parents,60,37,married,no,fixed,75,100.0,0.0,0.0,1150,1230
1540,bad,1,parents,48,25,single,no,partime,35,50.0,0.0,0.0,1000,1041
1541,good,0,owner,30,55,married,no,freelance,60,155.0,6000.0,0.0,500,635
1542,good,1,ignore,24,27,married,no,partime,60,128.0,4000.0,0.0,400,1224
1543,bad,10,owner,36,43,married,no,freelance,60,,4500.0,0.0,1000,1905
1544,good,40,owner,48,60,married,no,freelance,75,183.0,5000.0,0.0,1200,1308
1545,bad,0,other,60,32,married,no,fixed,75,160.0,0.0,0.0,1300,1350
1546,good,6,other,36,36,married,no,fixed,60,160.0,0.0,0.0,550,700
1547,good,5,parents,48,22,single,no,fixed,35,75.0,27000.0,0.0,1300,1495
1548,bad,0,other,60,34,married,yes,fixed,60,0.0,0.0,0.0,1700,2329
1549,good,10,private,36,44,married,no,freelance,75,77.0,8000.0,0.0,900,943
1550,good,5,rent,30,59,married,no,fixed,81,207.0,20000.0,0.0,700,1460
1551,good,11,owner,48,42,married,no,fixed,75,180.0,3500.0,1200.0,700,1703
1552,good,17,owner,24,53,married,no,fixed,75,132.0,4000.0,0.0,400,1195
1553,bad,0,owner,60,33,married,no,partime,45,128.0,4500.0,0.0,1250,1442
1554,bad,10,rent,60,37,married,no,fixed,85,96.0,4000.0,850.0,1100,1340
1555,bad,9,other,60,35,married,no,fixed,60,70.0,0.0,0.0,1500,1562
1556,good,19,rent,60,41,married,no,fixed,88,125.0,0.0,0.0,1450,1564
1557,bad,5,owner,60,50,married,no,partime,60,81.0,5000.0,0.0,1540,1770
1558,bad,7,owner,36,37,married,yes,freelance,90,150.0,4500.0,3000.0,400,882
1559,good,8,rent,36,33,married,no,fixed,78,175.0,0.0,0.0,1000,1187
1560,good,10,rent,48,56,married,no,freelance,86,112.0,0.0,0.0,1000,1000
1561,good,20,owner,36,43,married,no,fixed,60,80.0,3000.0,0.0,600,675
1562,good,0,owner,36,62,married,no,others,45,73.0,5000.0,0.0,430,1132
1563,bad,6,parents,60,38,married,no,freelance,105,0.0,0.0,0.0,480,1481
1564,good,2,private,60,34,married,no,fixed,60,186.0,8000.0,4000.0,1250,1350
1565,bad,0,owner,48,29,married,yes,others,45,391.0,6500.0,420.0,2000,2397
1566,good,12,owner,48,49,married,no,partime,45,80.0,4000.0,0.0,800,1228
1567,good,0,owner,48,49,married,no,freelance,105,280.0,20000.0,0.0,800,1137
1568,good,9,rent,36,34,single,no,fixed,49,136.0,0.0,0.0,800,1064
1569,bad,13,other,36,35,married,no,fixed,75,70.0,0.0,0.0,450,450
1570,bad,5,private,48,44,married,yes,fixed,75,199.0,4600.0,0.0,1600,2631
1571,bad,0,rent,48,30,married,no,partime,60,150.0,0.0,0.0,1300,1582
1572,good,3,rent,60,44,married,no,freelance,74,140.0,2000.0,0.0,800,992
1573,good,2,other,60,23,single,no,fixed,45,175.0,7500.0,0.0,1500,1525
1574,bad,20,owner,60,50,married,yes,freelance,45,125.0,3000.0,0.0,1500,1600
1575,good,8,parents,48,26,single,no,fixed,35,78.0,0.0,0.0,500,1800
1576,good,8,owner,36,48,married,no,fixed,45,75.0,3500.0,0.0,670,857
1577,bad,1,owner,48,42,divorced,no,fixed,35,210.0,6500.0,1500.0,1650,1679
1578,good,35,owner,36,59,married,no,freelance,60,125.0,6000.0,0.0,500,1389
1579,bad,7,other,48,22,married,no,freelance,45,0.0,0.0,0.0,1100,1729
1580,bad,2,rent,60,21,married,no,freelance,70,100.0,2000.0,0.0,1100,1260
1581,good,8,private,60,30,married,no,fixed,75,100.0,2000.0,192.0,1400,1460
1582,bad,10,parents,12,25,single,no,freelance,35,,0.0,0.0,675,1387
1583,good,1,other,30,26,single,no,fixed,35,110.0,0.0,0.0,700,1340
1584,bad,1,owner,48,26,married,no,freelance,75,180.0,1600.0,0.0,1450,1610
1585,bad,10,rent,48,34,married,no,fixed,83,79.0,0.0,0.0,1200,1215
1586,good,4,owner,60,32,married,yes,fixed,75,183.0,8000.0,0.0,1170,1398
1587,bad,11,owner,36,37,married,yes,freelance,60,205.0,13600.0,4500.0,450,625
1588,good,12,owner,60,27,married,no,fixed,60,118.0,6000.0,800.0,900,1200
1589,good,2,parents,60,26,single,no,fixed,35,117.0,0.0,0.0,1000,1724
1590,good,11,other,12,41,single,no,fixed,35,135.0,0.0,0.0,1000,1300
1591,good,8,owner,48,26,married,no,freelance,90,113.0,3000.0,750.0,1200,1450
1592,good,5,parents,60,21,single,no,fixed,35,60.0,0.0,0.0,1100,1134
1593,bad,0,rent,36,24,single,no,partime,44,85.0,0.0,0.0,375,575
1594,good,16,owner,60,30,married,no,fixed,45,135.0,5000.0,0.0,1000,1230
1595,good,15,owner,36,35,married,no,fixed,60,146.0,3500.0,0.0,1600,2122
1596,bad,4,rent,48,26,single,no,freelance,50,150.0,0.0,0.0,1100,1335
1597,good,3,owner,36,36,married,no,freelance,75,,4000.0,0.0,1000,1818
1598,bad,1,private,60,32,married,no,freelance,75,0.0,1200.0,0.0,1150,1565
1599,bad,10,private,60,43,married,no,fixed,90,110.0,4500.0,1500.0,750,936
1600,bad,0,owner,48,39,married,yes,partime,45,132.0,3500.0,0.0,1000,1603
1601,good,41,other,24,59,married,no,fixed,60,177.0,0.0,0.0,500,1633
1602,bad,0,owner,36,32,married,no,others,75,74.0,4000.0,0.0,500,1104
1603,good,1,rent,6,25,single,no,fixed,46,112.0,0.0,0.0,200,600
1604,bad,0,parents,36,38,married,yes,freelance,75,125.0,11000.0,0.0,2500,3350
1605,good,2,parents,60,28,single,no,fixed,35,220.0,0.0,0.0,1600,1739
1606,good,2,parents,60,25,single,no,fixed,35,96.0,0.0,0.0,1300,1785
1607,good,11,parents,60,41,separated,yes,fixed,35,100.0,0.0,0.0,1250,1549
